Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.883	19406	0.991	2184.893	11.259%	306.726	13.636%	0.01041	0.959
SP.Syn.Abst.884	9853	0.998	489.836	4.971%	70.549	6.183%	0.0021	0.992
SP.Syn.Abst.885	13972	0.993	1310.945	9.383%	190.567	11.487%	0.00765	0.976
SP.Syn.Abst.886	17682	0.99	1983.928	11.22%	290.186	14.184%	0.01126	0.956
SP.Syn.Abst.887	8246	0.999	289.237	3.508%	40.411	4.188%	0.00115	0.997
SP.Syn.Abst.888	15190	0.992	1558.099	10.257%	219.601	12.48%	0.00868	0.966
SP.Syn.Abst.889	6670	1.0	165.996	2.489%	23.732	3.058%	0.00063	0.998
SP.Syn.Abst.890	7415	0.999	271.803	3.666%	38.392	4.424%	0.00136	0.996
SP.Syn.Abst.891	15978	0.991	1759.824	11.014%	245.368	13.237%	0.00989	0.962
SP.Syn.Abst.892	6726	1.0	96.131	1.429%	13.6	1.737%	0.00024	0.999
SP.Syn.Abst.893	9808	0.994	921.152	9.392%	128.661	11.055%	0.00813	0.978
SP.Syn.Abst.894	4291	0.999	120.826	2.816%	17.195	3.438%	0.00094	0.997
SP.Syn.Abst.895	6018	1.0	61.454	1.021%	8.312	1.188%	0.0001	1.0
SP.Syn.Abst.896	13365	0.999	337.688	2.527%	49.977	3.203%	0.00077	0.998
SP.Syn.Abst.897	16782	0.994	1585.813	9.449%	220.121	11.303%	0.00739	0.972
SP.Syn.Abst.898	2576	0.966	582.115	22.598%	81.176	25.99%	0.04245	0.877
SP.Syn.Abst.899	8867	0.998	525.179	5.923%	73.516	7.048%	0.00329	0.991
SP.Syn.Abst.900	6493	0.99	760.436	11.712%	108.592	14.435%	0.01164	0.954
SP.Syn.Abst.901	6372	0.992	688.268	10.801%	95.11	12.679%	0.00981	0.967
SP.Syn.Abst.902	7009	0.999	317.746	4.533%	44.037	5.359%	0.00205	0.994
SP.Syn.Abst.903	8650	0.996	635.561	7.348%	88.513	8.854%	0.00479	0.983
SP.Syn.Abst.904	9760	0.992	1048.224	10.74%	145.444	12.599%	0.00946	0.969
SP.Syn.Abst.905	6278	1.0	79.952	1.274%	11.011	1.506%	0.00017	1.0
SP.Syn.Abst.906	16433	0.997	1137.498	6.922%	158.718	8.193%	0.00442	0.987
SP.Syn.Abst.907	6425	0.998	340.122	5.294%	46.94	6.256%	0.00238	0.992
SP.Syn.Abst.908	11215	0.995	910.825	8.121%	125.901	9.538%	0.00532	0.982
SP.Syn.Abst.909	11852	0.996	904.378	7.631%	125.551	9.117%	0.00516	0.982
SP.Syn.Abst.910	7894	0.994	751.334	9.518%	105.365	11.28%	0.00732	0.976
SP.Syn.Abst.911	5355	0.995	456.593	8.526%	64.616	10.191%	0.00626	0.981
SP.Syn.Abst.912	21877	0.993	2091.924	9.562%	291.549	11.543%	0.00802	0.971
SP.Syn.Abst.913	9860	0.978	1812.06	18.378%	251.113	21.036%	0.02751	0.923
SP.Syn.Abst.914	8411	0.999	224.021	2.663%	32.145	3.278%	0.00086	0.998
SP.Syn.Abst.915	10539	0.992	1111.536	10.547%	163.422	13.013%	0.00984	0.97
SP.Syn.Abst.916	14126	0.997	881.225	6.238%	121.871	7.419%	0.00355	0.988
SP.Syn.Abst.917	6560	0.994	566.862	8.641%	83.539	10.756%	0.00656	0.978
SP.Syn.Abst.918	8619	1.0	213.813	2.481%	30.224	3.024%	0.00054	0.998
SP.Syn.Abst.919	10209	0.993	1044.663	10.233%	148.289	12.242%	0.00861	0.972
SP.Syn.Abst.920	5939	0.995	495.366	8.341%	68.255	9.887%	0.00616	0.979
SP.Syn.Abst.921	11562	0.993	1150.534	9.951%	160.372	11.968%	0.00803	0.969
SP.Syn.Abst.922	9469	0.999	275.18	2.906%	39.065	3.557%	0.00085	0.997
SP.Syn.Abst.923	9262	0.995	720.823	7.783%	104.301	9.728%	0.00603	0.979
SP.Syn.Abst.924	6854	0.977	1237.245	18.051%	180.661	21.595%	0.02846	0.924
SP.Syn.Abst.925	7428	0.999	273.089	3.676%	38.064	4.379%	0.00134	0.996
SP.Syn.Abst.926	12871	0.998	588.704	4.574%	86.878	5.766%	0.00279	0.993
SP.Syn.Abst.927	17599	0.999	644.362	3.661%	94.673	4.601%	0.00167	0.996
SP.Syn.Abst.928	20891	0.993	2075.092	9.933%	288.204	11.887%	0.00812	0.969
SP.Syn.Abst.929	5241	0.999	204.669	3.905%	28.401	4.65%	0.00137	0.995
SP.Syn.Abst.930	20420	0.987	2786.991	13.648%	395.643	16.172%	0.01537	0.953
SP.Syn.Abst.931	6454	0.996	462.633	7.168%	66.612	8.877%	0.00513	0.983
SP.Syn.Abst.932	11904	0.999	393.066	3.302%	55.635	4.012%	0.00119	0.997
SP.Syn.Abst.933	10212	0.998	564.807	5.531%	78.278	6.604%	0.00261	0.991
SP.Syn.Abst.934	13034	0.991	1476.902	11.331%	209.055	13.437%	0.0111	0.968
SP.Syn.Abst.935	5815	0.998	281.354	4.838%	39.224	5.83%	0.00206	0.993
SP.Syn.Abst.936	18834	0.993	1868.854	9.923%	259.556	11.881%	0.00801	0.969
SP.Syn.Abst.937	7159	1.0	185.534	2.592%	25.901	3.109%	0.00069	0.998
SP.Syn.Abst.938	7384	1.0	99.589	1.349%	13.621	1.587%	0.00017	0.999
SP.Syn.Abst.939	6645	1.0	62.965	0.948%	8.385	1.084%	7e-05	1.0
SP.Syn.Abst.940	10085	0.999	286.264	2.839%	39.651	3.385%	0.00068	0.998
SP.Syn.Abst.941	10542	0.992	1089.418	10.334%	156.366	12.817%	0.00916	0.964
SP.Syn.Abst.942	4442	0.978	804.759	18.117%	112.685	20.923%	0.02695	0.925
SP.Syn.Abst.943	7864	0.996	588.628	7.485%	85.713	9.426%	0.00495	0.981
SP.Syn.Abst.944	8445	1.0	143.532	1.7%	20.158	2.047%	0.00029	0.999
SP.Syn.Abst.945	6652	0.997	390.328	5.868%	55.973	7.166%	0.00287	0.99
SP.Syn.Abst.946	5313	0.999	189.602	3.569%	26.498	4.276%	0.00111	0.996
SP.Syn.Abst.947	3866	0.996	283.605	7.336%	40.138	8.89%	0.00502	0.983
SP.Syn.Abst.948	15842	0.984	2267.712	14.315%	330.824	18.011%	0.0185	0.929
SP.Syn.Abst.949	5014	0.976	948.315	18.913%	131.141	21.638%	0.02959	0.916
SP.Syn.Abst.950	5742	0.991	614.117	10.695%	90.161	13.18%	0.01002	0.969
SP.Syn.Abst.951	8563	0.994	804.03	9.39%	112.833	11.142%	0.00715	0.976
SP.Syn.Abst.952	10674	0.997	639.621	5.992%	89.068	7.201%	0.0029	0.989
SP.Syn.Abst.953	10715	0.987	1362.723	12.718%	199.019	16.043%	0.01449	0.944
SP.Syn.Abst.954	7538	0.997	449.817	5.967%	62.313	7.095%	0.00371	0.989
SP.Syn.Abst.955	8236	0.998	458.922	5.572%	63.966	6.609%	0.00268	0.992
SP.Syn.Abst.956	11810	1.0	218.443	1.85%	32.413	2.363%	0.00039	0.999
SP.Syn.Abst.957	11708	0.995	1009.823	8.625%	142.305	10.293%	0.00603	0.98
SP.Syn.Abst.958	5774	0.997	365.376	6.328%	51.319	7.689%	0.00356	0.987
SP.Syn.Abst.959	10186	0.998	559.006	5.488%	79.037	6.71%	0.00258	0.99
SP.Syn.Abst.960	4611	0.999	180.937	3.924%	25.739	4.816%	0.00127	0.995
SP.Syn.Abst.961	18137	0.992	1849.913	10.2%	260.655	12.404%	0.00858	0.966
SP.Syn.Abst.962	7252	0.977	1303.048	17.968%	190.458	21.526%	0.02826	0.924
SP.Syn.Abst.963	14044	0.989	1639.068	11.671%	238.129	14.672%	0.01241	0.953
SP.Syn.Abst.964	17310	0.994	1591.157	9.192%	235.359	11.458%	0.0075	0.976
SP.Syn.Abst.965	15626	0.999	503.071	3.219%	73.97	4.053%	0.00131	0.997
SP.Syn.Abst.966	8898	0.989	1094.952	12.306%	152.393	14.746%	0.01251	0.953
SP.Syn.Abst.967	12549	0.995	1085.127	8.647%	152.142	10.237%	0.00652	0.981
SP.Syn.Abst.968	6713	0.999	284.996	4.245%	40.2	5.141%	0.00171	0.994
SP.Syn.Abst.969	10907	1.0	216.181	1.982%	32.145	2.525%	0.00035	0.999
SP.Syn.Abst.970	8628	0.988	1093.981	12.679%	155.913	15.347%	0.01455	0.951
SP.Syn.Abst.971	16045	1.0	161.809	1.008%	22.502	1.204%	9e-05	1.0
SP.Syn.Abst.972	3438	0.978	628.958	18.294%	87.246	20.956%	0.0272	0.924
SP.Syn.Abst.973	12551	0.998	662.379	5.277%	91.799	6.249%	0.00228	0.992
SP.Syn.Abst.974	6326	1.0	115.641	1.828%	15.95	2.171%	0.00028	0.999
SP.Syn.Abst.975	5179	0.999	145.118	2.802%	20.424	3.399%	0.00078	0.998
SP.Syn.Abst.976	11626	0.991	1362.636	11.721%	188.432	13.693%	0.01137	0.963
SP.Syn.Abst.977	9899	0.997	616.873	6.232%	85.437	7.43%	0.00342	0.988
SP.Syn.Abst.978	8466	0.999	292.273	3.452%	43.11	4.392%	0.00131	0.996
SP.Syn.Abst.979	16286	0.995	1336.781	8.208%	196.547	10.201%	0.00589	0.981
SP.Syn.Abst.980	10226	0.995	861.963	8.429%	119.493	10.076%	0.00577	0.978
SP.Syn.Abst.981	8257	0.998	387.342	4.691%	55.367	5.769%	0.00224	0.993
SP.Syn.Abst.982	9551	0.984	1419.792	14.865%	199.822	17.998%	0.01839	0.93
SP.Syn.Abst.983	12943	0.993	1325.633	10.242%	183.898	12.247%	0.00854	0.967
SP.Syn.Abst.984	8880	0.998	433.885	4.886%	63.494	6.176%	0.00213	0.992
SP.Syn.Abst.985	13976	0.999	618.54	4.426%	87.216	5.359%	0.00207	0.994
SP.Syn.Abst.986	8845	0.997	589.167	6.661%	85.406	8.191%	0.00386	0.987
SP.Syn.Abst.987	13912	0.999	440.479	3.166%	61.949	3.826%	0.00101	0.997
SP.Syn.Abst.988	9727	0.998	468.658	4.818%	68.444	6.081%	0.00209	0.992
SP.Syn.Abst.989	4195	0.97	840.237	20.029%	120.258	24.53%	0.03568	0.871
SP.Syn.Abst.990	12899	0.998	674.316	5.228%	96.051	6.429%	0.00227	0.991
SP.Syn.Abst.991	9193	1.0	232.814	2.533%	32.414	3.028%	0.00059	0.998
SP.Syn.Abst.992	5192	1.0	131.081	2.525%	17.937	2.98%	0.00056	0.998
SP.Syn.Abst.993	8479	0.995	693.452	8.178%	96.607	9.673%	0.00541	0.982
SP.Syn.Abst.994	10697	1.0	97.817	0.914%	14.091	1.132%	0.0001	1.0
SP.Syn.Abst.995	7515	1.0	164.126	2.184%	23.583	2.69%	0.00059	0.999
SP.Syn.Abst.996	11973	0.999	361.683	3.021%	50.36	3.599%	0.0009	0.997
SP.Syn.Abst.997	7315	0.999	188.147	2.572%	27.287	3.214%	0.00074	0.998
SP.Syn.Abst.998	7114	0.998	405.314	5.697%	58.926	7.047%	0.0028	0.99
SP.Syn.Abst.999	7454	0.991	815.615	10.942%	118.292	13.621%	0.01157	0.96
SP.Syn.Abst.1000	10337	0.986	1401.467	13.558%	197.509	16.458%	0.01528	0.941
